Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Profit Margin,OrderYear,OrderMonth
7/27/1905,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,1/17/2053,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,1/8/1900,1/2/1900,1/0/1900,1/3/1900,47.00%,2017,September
7/28/1905,CA-2017-162481,9/25/2017,9/29/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Rochester,Minnesota,1/17/2053,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",9/25/1900,1/3/1900,1/0/1900,2/20/1900,19.00%,2017,September
7/29/1905,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,6/28/2063,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",1/29/1900,1/3/1900,1/0/1900,1/13/1900,48.00%,2015,January
7/30/1905,CA-2015-119214,1/23/2015,1/27/2015,Standard Class,CW-11905,Carl Weiss,Home Office,United States,Bozeman,Montana,6/28/2063,West,OFF-LA-10003077,Office Supplies,Labels,Avery 500,1/14/1900,1/2/1900,1/0/1900,1/6/1900,47.00%,2015,January
7/31/1905,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,8/30/2133,West,OFF-PA-10001661,Office Supplies,Paper,Xerox 1922,1/11/1900,1/3/1900,1/0/1900,1/4/1900,36.25%,2015,June
8/1/1905,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,8/30/2133,West,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1/4/1900,1/7/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-73.33%,2015,June
8/2/1905,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,8/30/2133,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,1/9/1900,1/2/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-66.67%,2015,June
8/3/1905,CA-2015-122287,6/18/2015,6/23/2015,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,8/30/2133,West,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,3/15/1900,1/5/1900,1/0/1900,1/20/1900,27.50%,2015,June
8/4/1905,CA-2015-104493,10/2/2015,10/8/2015,Standard Class,EB-13705,Ed Braxton,Corporate,United States,San Diego,California,3/3/2152,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,2/26/1900,1/6/1900,1/0/1900,1/20/1900,35.00%,2015,October
8/5/1905,US-2017-158946,11/18/2017,11/23/2017,Standard Class,JW-15220,Jane Waco,Corporate,United States,Lakewood,Ohio,10/3/2020,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,2/7/1900,1/7/1900,1/0/1900,1/7/1900,20.00%,2017,November
8/6/1905,CA-2014-129168,8/17/2014,8/23/2014,Standard Class,KB-16585,Ken Black,Corporate,United States,Houston,Texas,1/28/2111,Central,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,1/15/1900,1/3/1900,1/0/1900,1/5/1900,35.00%,2014,August
8/7/1905,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,4/4/1924,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,6/10/1900,1/2/1900,1/0/1900,2/14/1900,28.00%,2016,July
8/8/1905,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,4/4/1924,East,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,8/19/1901,1/3/1900,1/0/1900,10/6/1900,47.00%,2016,July
8/9/1905,CA-2016-131835,7/17/2016,7/21/2016,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,New Jersey,4/4/1924,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2/24/1900,1/1/1900,1/0/1900,1/26/1900,48.00%,2016,July
8/10/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",10/15/1900,1/7/1900,1/0/1900,2/5/1900,12.50%,2015,July
8/11/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1/2/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-80.00%,2015,July
8/12/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,1/6/1900,1/4/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-73.33%,2015,July
8/13/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,12/6/1900,1/8/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-21.43%,2015,July
8/14/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,1/11/1900,1/5/1900,1/0/1900,1/0/1900,7.50%,2015,July
8/15/1905,CA-2015-142237,7/11/2015,7/13/2015,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,5/20/1952,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",1/25/1900,1/6/1900,1/0/1900,1/3/1900,13.75%,2015,July
8/16/1905,CA-2016-136434,12/1/2016,12/7/2016,Standard Class,RD-19480,Rick Duston,Consumer,United States,Richmond,Indiana,9/13/2029,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,1/17/1900,1/3/1900,1/0/1900,1/5/1900,30.00%,2016,December
8/17/1905,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,1/14/2032,Central,TEC-AC-10001114,Technology,Accessories,Microsoft Wireless Mobile Mouse 4000,7/17/1900,1/5/1900,1/0/1900,3/3/1900,32.00%,2017,December
8/18/1905,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,1/14/2032,Central,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair,5/4/1904,1/7/1900,1/0/1900,2/15/1901,26.00%,2017,December
8/19/1905,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,1/14/2032,Central,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,3/24/1900,1/1/1900,1/0/1900,1/30/1900,36.00%,2017,December
8/20/1905,CA-2017-120376,12/22/2017,12/25/2017,First Class,TP-21130,Theone Pippenger,Consumer,United States,Detroit,Michigan,1/14/2032,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,2/14/1901,1/2/1900,1/0/1900,3/10/1900,17.00%,2017,December
8/21/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-FA-10002975,Office Supplies,Fasteners,Staples,1/11/1900,1/3/1900,1/0/1900,1/5/1900,46.00%,2014,October
8/22/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",3/20/1900,1/5/1900,1/0/1900,1/20/1900,26.00%,2014,October
8/23/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1/15/1900,1/2/1900,1/0/1900,1/5/1900,33.75%,2014,October
8/24/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,3/4/1900,1/13/1900,1/0/1900,1/30/1900,47.00%,2014,October
8/25/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1/19/1900,1/3/1900,1/0/1900,1/6/1900,31.25%,2014,October
8/26/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,2/8/1901,1/4/1900,1/0/1900,1/12/1900,3.00%,2014,October
8/27/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,5/25/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-6.25%,2014,October
8/28/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,9/7/1900,1/9/1900,1/0/1900,2/16/1900,19.00%,2014,October
8/29/1905,CA-2014-106439,10/31/2014,11/4/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Los Angeles,California,7/17/2146,West,OFF-AR-10001419,Office Supplies,Art,Newell 325,1/12/1900,1/3/1900,1/0/1900,1/3/1900,30.00%,2014,October
8/30/1905,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,3/31/2151,West,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,7/17/1900,1/4/1900,1/0/1900,3/9/1900,35.00%,2015,April
8/31/1905,CA-2015-133452,4/13/2015,4/19/2015,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Pomona,California,3/31/2151,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,12/10/1901,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-13.75%,2015,April
9/1/1905,CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,Corey Catlett,Corporate,United States,Philadelphia,Pennsylvania,5/20/1952,East,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,1/1/1900,1/1/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-66.67%,2016,July
9/2/1905,US-2017-110996,11/20/2017,11/25/2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,Ontario,California,3/25/2151,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,10/9/1900,1/5/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-16.25%,2017,November
9/3/1905,CA-2016-129693,11/26/2016,12/2/2016,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Seattle,Washington,8/6/2168,West,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,1/7/1900,1/2/1900,1/0/1900,1/2/1900,35.00%,2016,November
9/4/1905,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,10/6/2158,West,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,2/28/1900,1/3/1900,1/0/1900,1/13/1900,23.00%,2017,November
9/5/1905,CA-2017-122504,11/7/2017,11/12/2017,Second Class,DB-13270,Deborah Brumfield,Home Office,United States,Brentwood,California,10/6/2158,West,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",1/30/1902,1/7/1900,1/0/1900,3/6/1900,8.75%,2017,November
9/6/1905,CA-2014-131051,12/1/2014,12/5/2014,Standard Class,TR-21325,Toby Ritter,Consumer,United States,San Francisco,California,9/10/2157,West,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",2/27/1900,1/3/1900,1/0/1900,1/28/1900,49.00%,2014,December
9/7/1905,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,1/30/1958,East,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",2/8/1900,1/5/1900,1/0/1900,1/19/1900,50.00%,2017,September
9/8/1905,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,1/30/1958,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,3/30/1900,1/7/1900,1/0/1900,1/26/1900,29.00%,2017,September
9/9/1905,CA-2017-140676,9/12/2017,9/15/2017,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,Maryland,1/30/1958,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,4/3/1900,1/5/1900,1/0/1900,2/14/1900,48.00%,2017,September
9/10/1905,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,10/12/2132,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,4/15/1900,1/7/1900,1/0/1900,2/6/1900,35.00%,2015,December
9/11/1905,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,10/12/2132,West,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,4/20/1900,1/2/1900,1/0/1900,1/11/1900,10.00%,2015,December
9/12/1905,CA-2015-120103,12/24/2015,12/29/2015,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,Phoenix,Arizona,10/12/2132,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,1/7/1900,1/2/1900,1/0/1900,1/1/1900,22.50%,2015,December
9/13/1905,CA-2017-104647,2/23/2017,3/1/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,6/6/2146,West,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",2/6/1900,1/6/1900,1/0/1900,1/16/1900,45.00%,2017,February
9/14/1905,CA-2014-110352,11/23/2014,11/29/2014,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,11/30/2110,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,1/23/1900,1/2/1900,1/0/1900,1/8/1900,37.50%,2014,November
9/15/1905,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,5/27/1927,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",5/1/1900,1/4/1900,1/0/1900,2/25/1900,46.00%,2016,June
9/16/1905,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,5/27/1927,East,OFF-LA-10000248,Office Supplies,Labels,Avery 52,1/18/1900,1/5/1900,1/0/1900,1/8/1900,47.00%,2016,June
9/17/1905,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,5/27/1927,East,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,11/19/1900,1/5/1900,1/0/1900,2/7/1900,12.00%,2016,June
9/18/1905,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,5/27/1927,East,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,5/25/1900,1/3/1900,1/0/1900,3/8/1900,47.00%,2016,June
9/19/1905,CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,New York,5/27/1927,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,1/3/1900,1/2/1900,1/0/1900,1/1/1900,37.00%,2016,June
9/20/1905,CA-2015-139290,10/26/2015,10/30/2015,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Rancho Cucamonga,California,2/22/2151,West,OFF-LA-10004008,Office Supplies,Labels,Avery 507,1/5/1900,1/2/1900,1/0/1900,1/2/1900,46.00%,2015,October
9/21/1905,CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,3/22/1954,East,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,1/26/1900,1/3/1900,1/0/1900,1/13/1900,49.00%,2017,July
9/22/1905,CA-2017-166142,7/15/2017,7/19/2017,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,Delaware,3/22/1954,East,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table,11/5/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-15.71%,2017,July
9/23/1905,CA-2014-145926,11/17/2014,11/21/2014,Standard Class,MP-17470,Mark Packer,Home Office,United States,Moorhead,Minnesota,11/7/2054,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,4/23/1901,1/5/1900,1/0/1900,3/21/1900,17.00%,2014,November
9/24/1905,CA-2015-149678,4/13/2015,4/15/2015,Second Class,AW-10840,Anthony Witt,Consumer,United States,Farmington,New Mexico,4/17/2139,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,1/12/1900,1/1/1900,1/0/1900,1/0/1900,3.00%,2015,April
9/25/1905,US-2015-164357,11/25/2015,11/29/2015,Standard Class,SF-20065,Sandra Flanagan,Consumer,United States,Wilmington,North Carolina,10/5/1977,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,1/13/1900,1/5/1900,1/0/1900,1/1/1900,11.25%,2015,November
9/26/1905,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,5/10/2007,South,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,5/25/1901,1/8/1900,1/0/1900,8/27/1900,47.00%,2016,May
9/27/1905,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,5/10/2007,South,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,3/31/1900,1/4/1900,1/0/1900,1/25/1900,28.00%,2016,May
9/28/1905,US-2016-146570,5/15/2016,5/20/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Jackson,Mississippi,5/10/2007,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,1/8/1900,1/3/1900,1/0/1900,1/2/1900,26.00%,2016,May
9/29/1905,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,2/19/2166,West,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,2/6/1900,1/3/1900,1/0/1900,1/2/1900,6.25%,2017,September
9/30/1905,CA-2017-124401,9/7/2017,9/12/2017,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Portland,Oregon,2/19/2166,West,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,10/5/1900,1/7/1900,1/0/1900,3/20/1900,28.75%,2017,September
10/1/1905,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,8/18/2119,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,9/27/1901,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-2.50%,2014,March
10/2/1905,US-2014-140116,3/10/2014,3/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Denver,Colorado,8/18/2119,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",3/23/1900,1/4/1900,1/0/1900,1/9/1900,11.25%,2014,March
10/3/1905,CA-2014-123295,7/18/2014,7/18/2014,Same Day,AH-10120,Adrian Hane,Home Office,United States,Tucson,Arizona,8/25/2134,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,9/15/1900,1/4/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-10.00%,2014,July
10/4/1905,CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,5/27/1927,East,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,8/8/1900,1/4/1900,1/0/1900,4/15/1900,48.00%,2017,March
10/5/1905,CA-2017-167101,3/24/2017,3/28/2017,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,5/27/1927,East,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,1/26/1900,1/2/1900,1/0/1900,1/11/1900,45.00%,2017,March
10/6/1905,US-2014-167633,9/30/2014,10/5/2014,Standard Class,BW-11200,Ben Wallace,Consumer,United States,Boynton Beach,Florida,7/18/1991,South,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,1/15/1900,1/3/1900,1/0/1900,1/5/1900,35.00%,2014,September
10/7/1905,US-2014-152723,9/26/2014,9/26/2014,Same Day,HG-14965,Henry Goldwyn,Corporate,United States,Mesquite,Texas,10/1/2105,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,1/0/1900,1/1/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-160.00%,2014,September
10/8/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,1/19/1900,1/1/1900,1/0/1900,1/9/1900,47.00%,2015,October
10/9/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,2/1/1901,1/3/1900,1/0/1900,5/3/1900,31.25%,2015,October
10/10/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-AR-10004272,Office Supplies,Art,Newell 308,1/5/1900,1/3/1900,1/0/1900,1/1/1900,25.00%,2015,October
10/11/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,1/17/1900,1/5/1900,1/0/1900,1/8/1900,46.00%,2015,October
10/12/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",11/18/1900,1/4/1900,1/0/1900,1/20/1900,6.25%,2015,October
10/13/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,1/29/1900,1/3/1900,1/0/1900,1/8/1900,27.00%,2015,October
10/14/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,7/18/1903,1/4/1900,1/0/1900,5/24/1900,11.25%,2015,October
10/15/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,OFF-ST-10003638,Office Supplies,Storage,Mobile Personal File Cube,2/15/1900,1/2/1900,1/0/1900,1/12/1900,27.00%,2015,October
10/16/1905,CA-2015-164882,10/31/2015,10/31/2015,Same Day,SG-20080,Sandra Glassco,Consumer,United States,Redlands,California,11/27/2152,West,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2/28/1901,1/1/1900,1/0/1900,1/20/1900,4.71%,2015,October
10/17/1905,CA-2015-159786,10/12/2015,10/17/2015,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,Rochester,New York,12/30/1939,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",7/27/1900,1/1/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-6.67%,2015,October
10/18/1905,CA-2016-130267,9/19/2016,9/23/2016,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Stockton,California,8/30/2160,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",6/7/1900,1/7/1900,1/0/1900,3/13/1900,46.00%,2016,September
10/19/1905,CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,8/6/2168,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1/5/1900,1/1/1900,1/0/1900,1/2/1900,45.00%,2017,April
10/20/1905,CA-2017-155460,4/13/2017,4/15/2017,First Class,RW-19630,Rob Williams,Corporate,United States,Seattle,Washington,8/6/2168,West,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,6/13/1902,1/5/1900,1/0/1900,10/28/1900,33.75%,2017,April
10/21/1905,US-2017-168690,1/7/2017,1/13/2017,Standard Class,TS-21085,Thais Sissman,Consumer,United States,Ormond Beach,Florida,2/1/1988,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1/2/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-70.00%,2017,January
10/22/1905,CA-2017-158246,11/9/2017,11/11/2017,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Sunnyvale,California,8/5/2157,West,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",8/2/1900,1/3/1900,1/0/1900,###############################################################################################################################################################################################################################################################,-1.25%,2017,November
